model_name,num_params,alpha_00,alpha_05,alpha_10,alpha_15,alpha_20,alpha_25,alpha_30,alpha_35,alpha_40,alpha_45,alpha_50,alpha_55,alpha_60,alpha_65,alpha_70,alpha_75,alpha_80,alpha_85,alpha_90,alpha_95,alpha_100
BAAI/bge-reranker-v2-m3,,0.4003128251295563,0.4099361604639439,0.4176096466470664,0.4242149002024091,0.4294712297072825,0.4347088167551666,0.44111909206550154,0.4468654788171153,0.4522199345652932,0.4573861406855187,0.4626939444109977,0.4680464113334897,0.4729695104405698,0.4785516585206239,0.48322848308302785,0.4878212046651312,0.4910010743717661,0.494566616775507,0.4964576870584364,0.49833072019595437,0.49942266485094994
jinaai/jina-reranker-v2-base-multilingual,,0.4308738661957233,0.43788645753702765,0.4446713450395003,0.4508526919787362,0.45602647258764595,0.4618686743866398,0.46728170716860556,0.47260461273201676,0.4767184755440263,0.48041146733897294,0.4841966465473522,0.4872915402695248,0.48947961100817106,0.4919736187661957,0.49377059928984646,0.49478012791338793,0.4959687264095756,0.4972796671763103,0.49783207289506437,0.49891382477429946,0.49945327283726104
